,Property Name,Price,House Type,Area in sq ft,No. of Bedrooms,No. of Bathrooms,No. of Receptions,Location,City/County,Postal Code,lat,lon,geometry,index_right,objectid,LSOA Code,lsoa11nm,lsoa11nmw,st_areasha,st_lengths,Arson and Criminal Damage,Burglary,Drug Offences,Miscellaneous Crimes Against Society,Possession of Weapons,Public Order Offences,Robbery,Theft,Vehicle Offences,Violence Against the Person
68,Nicholas Way,2500000,House,5999,7,7,7,Northwood,Middlesex,HA6 2TR,51.6046118,-0.4383557,POINT (508246.4634780739 190685.3172300336),2421,2422,E01002473,Hillingdon 001A,Hillingdon 001A,3886820.443937,10726.921625,1.0056179775280898,1.0056179775280898,1.0043695380774031,1.0006242197253432,1.0006242197253432,1.0093632958801497,1.0006242197253432,1.0074906367041199,1.0162297128589264,1.0287141073657928
69,Queens Grove,7500000,House,3851,6,6,6,St John's Wood,London,NW8 6EN,51.537356,-0.1746172,POINT (526696.7479403277 183629.2628723653),4535,4536,E01004649,Westminster 001B,Westminster 001B,193723.345632,2859.284377,1.003585657370518,1.00398406374502,1.003585657370518,1.000398406374502,1.001195219123506,1.0047808764940238,1.0043824701195219,1.0203187250996015,1.0099601593625498,1.0159362549800797
70,Enmore Road,749950,Flat / Apartment,1382,3,3,3,Putney,London,SW15 6LL,51.4605489,-0.2255492,POINT (523371.6479921221 175001.058834199),4526,4527,E01004640,Wandsworth 011D,Wandsworth 011D,167590.141722,2084.426598,1.0052234474753337,1.0156703424260012,0.0,1.0017411491584445,1.0,1.0011607661056297,1.0005803830528148,1.0104468949506675,1.0139291932675565,1.0150899593731864
71,The Chase,480000,Flat / Apartment,448,1,1,1,,London,SW4 0NP,51.4640618,-0.1468355,POINT (528829.7626775003 175527.1233540904),2973,2974,E01003040,Lambeth 013D,Lambeth 013D,154911.674514,2455.095648,1.0069875776397517,1.013975155279503,1.0069875776397517,1.000776397515528,1.0,1.013975155279503,1.0054347826086956,1.0364906832298137,1.0170807453416149,1.0341614906832297
72,Weymouth Mews,3500000,House,1763,4,4,4,Marylebone,London,W1G 7EB,51.520077,-0.1468257,POINT (528672.7546663978 181756.2227734347),4592,4593,E01004713,Westminster 011A,Westminster 011A,178754.884894,2960.389725,1.0050933786078098,1.015704584040747,1.0021222410865875,1.0016977928692699,0.0,1.0076400679117148,1.0055178268251272,1.0764006791171477,1.034804753820034,1.0301358234295417
73,Portland Place,2100000,Flat / Apartment,1208,3,3,3,Marylebone,London,W1B 1NX,51.5224586,-0.1455902,POINT (528751.7571737102 182023.237418561),4595,4596,E01004716,Westminster 011C,Westminster 011C,179166.103929,2613.852097,1.007168458781362,1.014336917562724,1.0030721966205838,1.0005120327700974,0.0,1.0061443932411673,1.0061443932411673,1.0542754736303124,1.0235535074244753,1.0245775729646698
74,Ternary Place,650000,New development,1023,2,2,2, Ealing,London,W5 3HJ,51.5160765,-0.2908447,POINT (518691.5764367789 181068.1497534842),1253,1254,E01001273,Ealing 020F,Ealing 020F,393318.795248,4430.372635,1.0048780487804878,1.0060975609756098,1.0036585365853659,1.0030487804878048,0.0,1.0042682926829267,1.0018292682926828,1.0091463414634145,1.0262195121951219,1.0207317073170732
75,Weston Park,1050000,House,1693,4,4,4,Thames Ditton,Surrey,KT7 0HQ,51.3833103,-0.3453748,POINT (515241.5666565425 166216.8922402783),6397,29589,E01030370,Elmbridge 009E,Elmbridge 009E,715850.093825,6116.703371,,,,,,,,,,
76,Lysias Road,1300000,House,1890,5,5,5,,London,SW12 8BW,51.4506633,-0.1514364,POINT (528547.7842258357 174029.0943146109),4361,4362,E01004472,Wandsworth 021A,Wandsworth 021A,131636.785943,2383.481676,1.003257328990228,1.013029315960912,1.001628664495114,1.001628664495114,0.0,1.004885993485342,1.003257328990228,1.0255157437567861,1.018458197611292,1.020629750271444
77,Prince Henry Road,625000,House,1348,4,4,4,Kidbrooke,London,SE7 8PP,51.4761454,0.0401557,POINT (541780.8094145113 177216.0933704131),1618,1619,E01001651,Greenwich 019C,Greenwich 019C,306247.006519,3698.669392,1.019556025369979,1.0126849894291754,1.0079281183932347,1.0026427061310783,1.0005285412262157,1.014799154334038,1.0031712473572938,1.01215644820296,1.028012684989429,1.0607822410147991
78,Kirby Street,625000,Flat / Apartment,540,1,1,1,Clerkenwell,London,EC1N 8TE,51.5199258,-0.107495,POINT (531401.7939311366 181809.2440130723),898,899,E01000916,Camden 027B,Camden 027B,147688.472839,2095.121582,1.0094768764215314,1.0242608036391205,1.0090978013646703,1.0011372251705837,1.0007581501137226,1.0121304018195603,1.0090978013646703,1.1046247156937075,1.0284306292645944,1.0458680818802122
79,Great Peter Street,1100000,New development,791,2,2,2,Westminster,London,SW1P 2BN,51.4967412,-0.1315361,POINT (529799.7370054092 179188.1740808589),4611,4612,E01004732,Westminster 020B,Westminster 020B,69138.751883,1390.49641,1.0275545350172215,1.0126291618828933,1.0177956371986223,1.002296211251435,1.0040183696900116,1.0574052812858783,1.0040183696900116,1.0453501722158438,1.005166475315729,1.102755453501722
80,Walton Street,5950000,House,2646,4,4,4,,London,SW3 1RE,51.4975503,-0.1634007,POINT (527585.7066015066 179222.1739712368),2753,2754,E01002818,Kensington and Chelsea 012A,Kensington and Chelsea 012A,187678.379832,2300.293727,1.022823779193206,1.0222929936305734,1.0244161358811041,1.0042462845010616,1.0026539278131634,1.0180467091295118,1.015923566878981,1.2680467091295118,1.2441613588110403,1.0684713375796178
81,Chatto Road,1325000,House,1375,4,4,4,,London,SW11 6LL,51.4557139,-0.1603728,POINT (527912.7617343673 174575.1035599927),4447,4448,E01004558,Wandsworth 015C,Wandsworth 015C,224190.978729,3551.832676,1.0025087807325639,1.0095333667837432,1.0010035122930256,1.0010035122930256,0.0,1.005017561465128,1.0010035122930256,1.0135474159558455,1.0130456598093327,1.0080280983442047
82,Redcliffe Square,1250000,Flat / Apartment,1068,2,2,2,,London,SW10 9JY,51.48862219999999,-0.188953,POINT (525836.6677735335 178185.1430348423),2829,2830,E01002894,Kensington and Chelsea 017D,Kensington and Chelsea 017D,98670.414636,1820.212359,1.0112930547713157,1.0129870129870129,1.0073404856013553,1.0016939582156974,1.0005646527385659,1.0107284020327498,1.0011293054771315,1.0248447204968945,1.0101637492941842,1.0406549971767363
83,Elm Park Lane,2300000,House,1119,3,3,3,,London,SW3 6DB,51.4866953,-0.1777656,POINT (526618.6781611894 177990.1371322907),2846,2847,E01002911,Kensington and Chelsea 019D,Kensington and Chelsea 019D,121685.912932,2472.099068,1.0097421203438395,1.0154727793696274,1.0045845272206304,0.0,1.0011461318051575,1.0154727793696274,1.005730659025788,1.056160458452722,1.0687679083094557,1.0361031518624642
84,Fassett Square,1500000,House,1811,4,4,4,Hackney,London,E8 1DQ,51.5468553,-0.06543059999999999,POINT (534240.8584794087 184880.1972613624),1709,1710,E01001749,Hackney 020B,Hackney 020B,104944.384588,1578.18501,1.0153640614562458,1.0160320641282565,1.0167000668002673,1.0006680026720107,1.0006680026720107,1.0080160320641283,1.0080160320641283,1.042752171008684,1.0260521042084167,1.0313961255845023
85,Haverhill Road,1350000,House,1603,5,5,5,,London,SW12 0HD,51.4438075,-0.1415537,POINT (529253.792720814 173284.0876217447),3089,3090,E01003157,Lambeth 023C,Lambeth 023C,165717.350965,2148.44901,1.0069164265129682,1.009221902017291,1.004034582132565,1.0005763688760807,0.0,1.0046109510086456,1.0023054755043228,1.013256484149856,1.0236311239193083,1.0178674351585015
86,Duckman Tower,799995,Flat / Apartment,942,3,3,3, Canary Wharf,London,E14 9BL,51.4984653,-0.0196184,POINT (537562.8641946621 179584.131857532),6983,31945,E01032770,Tower Hamlets 032B,Tower Hamlets 032B,43909.850051,1487.5429,1.001762891141472,1.005729396209784,1.001762891141472,1.000440722785368,0.0,1.005288673424416,1.000440722785368,1.0105773468488322,1.007492287351256,1.020713970912296
87,St. Stephens Crescent,795000,Flat / Apartment,495,1,1,1,,London,W2 5QT,51.5180701,-0.1945879,POINT (525364.6947110812 181450.2133377022),7119,32683,E01033607,Westminster 014G,Westminster 014G,84530.689825,1757.109308,1.0113464447806355,1.0196671709531013,1.0052950075642966,1.0015128593040847,1.0007564296520424,1.0098335854765508,1.0090771558245084,1.0196671709531013,1.0166414523449319,1.0317700453857792
88,West Grove,525000,House,829,2,2,2,Woodford Green,Essex,IG8 7NP,51.6104353,0.0416365,POINT (541466.8265440186 192152.1972185007),3573,3574,E01003655,Redbridge 004B,Redbridge 004B,228323.129366,3876.439866,1.013959390862944,1.0171319796954315,1.0044416243654823,1.001269035532995,0.0,1.008248730964467,1.0006345177664975,1.010786802030457,1.0241116751269035,1.034263959390863
89,Ackmar Road,2595000,House,2120,5,5,5,Fulham,London,SW6 4UP,51.4748538,-0.1994198,POINT (525147.6703908736 176636.1184267793),1875,1876,E01001922,Hammersmith and Fulham 020C,Hammersmith and Fulham 020C,194643.630321,2494.014441,1.00291715285881,1.015169194865811,1.0070011668611436,0.0,1.000583430571762,1.0081680280046674,1.0040840140023337,1.0367561260210034,1.0315052508751459,1.0163360560093349
90,Romney House,820000,Flat / Apartment,631,2,2,2, Westminster,London,SW1P 3DS,51.4959736,-0.1285132,POINT (530011.7432446243 179108.1746930927),4612,4613,E01004733,Westminster 020C,Westminster 020C,454836.720431,5170.290703,1.0371546522705621,1.0114322006986345,1.0377897745315974,1.0041282946967292,1.0069863448713878,1.0454112416640202,1.0181009844395046,1.087964433153382,1.0079390282629406,1.17783423308987
91,Seymour Gardens,1200000,House,2108,4,4,4,Surbiton,Surrey,KT5 8QE,51.3942363,-0.2920831,POINT (518921.5813355687 167516.9351250991),2857,2858,E01002922,Kingston upon Thames 010A,Kingston upon Thames 010A,317766.745123,4106.084559,1.0018507094386182,1.0061690314620604,1.0018507094386182,1.001233806292412,1.0,1.0043183220234424,0.0,1.0061690314620604,1.0067859346082666,1.0191239975323874
92,Sycamore Gardens,680000,Flat / Apartment,705,2,2,2,,London,W6 0AP,51.5002199,-0.2300027,POINT (522955.6302446714 179405.1612667751),1848,1849,E01001895,Hammersmith and Fulham 009A,Hammersmith and Fulham 009A,86327.128556,1901.275424,1.0091549295774649,1.019718309859155,1.0063380281690142,1.0035211267605635,1.0014084507042254,1.0098591549295775,1.0028169014084507,1.0316901408450705,1.0295774647887324,1.0345070422535212
93,Quarrendon Street,2300000,House,1956,3,3,3,,London,SW6 3SU,51.4727317,-0.1959178,POINT (525396.6819330272 176406.1189026036),1878,1879,E01001925,Hammersmith and Fulham 025A,Hammersmith and Fulham 025A,141633.155571,2835.321899,1.0045584045584046,1.0068376068376068,1.003988603988604,0.0,1.0005698005698005,1.0085470085470085,1.0017094017094017,1.0347578347578348,1.015954415954416,1.0188034188034187
94,Meredyth Road,2300000,House,2083,5,5,5,Barnes,London,SW13 0DS,51.4735497,-0.2408989,POINT (522270.6177330519 176421.0808644933),3714,3715,E01003799,Richmond upon Thames 001C,Richmond upon Thames 001C,834729.231991,4693.951499,1.003621001810501,1.0175015087507544,1.0024140012070006,1.0006035003017502,0.0,1.0048280024140013,1.0030175015087508,1.0193120096560049,1.0337960168980085,1.0132770066385033
95,Baronsmead Road,4000000,House,3714,5,5,5,Barnes,London,SW13 9RR,51.47733359999999,-0.2401629,POINT (522311.6182932453 176843.095404753),3712,3713,E01003797,Richmond upon Thames 001A,Richmond upon Thames 001A,426420.942077,4492.651407,1.003523608174771,1.0063424947145878,1.0014094432699083,1.003523608174771,0.0,0.0,1.0007047216349543,1.014094432699084,1.0274841437632136,1.0133897110641297
96,Sisters Avenue,500000,Flat / Apartment,516,2,2,2,,London,SW11 5SQ,51.4633477,-0.1597349,POINT (527935.7488229227 175425.1187221074),4473,4474,E01004586,Wandsworth 009C,Wandsworth 009C,86544.25828,1502.715057,1.0038967364831952,1.0073063809059912,1.0029225523623966,1.0,1.0,1.003409644422796,1.0009741841207989,1.017535314174379,1.0112031173891864,1.0136385776911836
97,Warrington Gardens,1275000,Flat / Apartment,1185,3,3,3,Little Venice,London,W9 2PZ,51.5238021,-0.1843422,POINT (526059.7209397902 182105.2240945937),7112,32676,E01033600,Westminster 007F,Westminster 007F,62661.757566,1288.841356,1.0080917060013486,1.016857720836143,1.0033715441672286,1.0006743088334458,1.0006743088334458,1.0074173971679028,1.002022926500337,1.01416048550236,1.0155091031692516,1.0236008091706001
98,Pembroke Villas,4500000,House,2972,3,3,3,,London,W8 6PG,51.4957655,-0.1984849,POINT (525155.3735835229 178963.1805881821),2752,2753,E01002817,Kensington and Chelsea 011D,Kensington and Chelsea 011D,158030.835752,2629.653349,1.0053368912608405,1.0113408939292863,1.0113408939292863,1.0020013342228151,1.0,1.0166777851901267,1.0026684456304202,1.0426951300867244,1.0233488992661774,1.0353569046030686
99,North End Road,1750000,House,2125,4,4,4,Hampstead,London,NW11 7SY,51.5699271,-0.1873822,POINT (525721.7326458895 187229.3232778508),132,133,E01000136,Barnet 038B,Barnet 038B,520178.316545,3696.320414,1.0066707095209217,1.0133414190418435,1.0006064281382656,1.0006064281382656,1.0006064281382656,1.0060642813826561,1.003032140691328,1.0151607034566403,1.0242571255306245,1.0181928441479684
100,Heath Hurst Road,2600000,House,2350,4,4,4,Hampstead,London,NW3 2RU,51.5548645,-0.1676844,POINT (527128.7678485713 185588.3082241415),878,879,E01000896,Camden 002D,Camden 002D,146298.793712,2585.452892,1.0033081285444234,1.007561436672968,1.001890359168242,1.0004725897920606,0.0,1.0085066162570888,1.001890359168242,1.0264650283553876,1.0155954631379962,1.00945179584121
101,Tercelet Terrace,3450000,House,2354,4,4,4, Hampstead,London,NW3 7LW,51.5566103,-0.1828048,POINT (526075.746003962 185756.2993746239),867,868,E01000885,Camden 004E,Camden 004E,310359.348982,3440.193401,1.0054112554112553,1.0075757575757576,1.001082251082251,0.0,0.0,1.001082251082251,1.0005411255411256,1.0054112554112553,1.0194805194805194,1.0119047619047619
102,Kersley Street,2350000,House,2183,5,5,5,,London,SW11 4PR,51.4730346,-0.1644429,POINT (527581.7182752577 176494.126417761),4465,4466,E01004577,Wandsworth 003C,Wandsworth 003C,115401.339759,1685.084574,1.00730282375852,1.00730282375852,1.0038948393378773,0.0,0.0,1.004381694255112,1.0009737098344693,1.0185004868549172,1.0233690360272638,1.0194741966893865
103,Buckingham Gate,2375000,Flat / Apartment,1218,2,2,2,St. James's,London,SW1E 6LB,51.4996065,-0.1403806,POINT (529177.732101614 179491.1719858873),4615,4616,E01004736,Westminster 018C,Westminster 018C,1192057.407828,7331.981283,1.0839907192575406,1.048723897911833,1.1809744779582367,1.0092807424593968,1.0185614849187936,1.1406032482598607,1.1299303944315546,1.8120649651972158,1.0937354988399073,1.4278422273781903
104,Camelot Close,1995000,House,1841,5,5,5,Wimbledon,London,SW19 7EA,51.4313497,-0.2025401,POINT (525049.6996542946 171792.9852429687),3400,3401,E01003474,Merton 001C,Merton 001C,604461.893274,4699.724199,1.0073409461663947,1.0130505709624795,1.0048939641109298,0.0,0.0,1.00326264274062,1.000815660685155,1.0073409461663947,1.0293637846655792,1.0097879282218598
105,Clarendon Close,1000000,House,1154,4,4,4,South Hackney,London,E9 7BY,51.5396225,-0.0484466,POINT (535439.8950325435 184107.1704499259),1796,1797,E01001843,Hackney 023E,Hackney 023E,73730.751364,1440.334118,1.0037593984962405,1.0105263157894737,1.006015037593985,0.0,1.000751879699248,1.0082706766917293,1.0015037593984963,1.0082706766917293,1.0142857142857142,1.0481203007518798
106,Klea Avenue,1795000,House,2314,5,5,5,,London,SW4 9HG,51.4538456,-0.1416931,POINT (529215.7861233602 174400.1048392748),2959,2960,E01003026,Lambeth 019A,Lambeth 019A,346514.480194,3992.080234,1.0110103626943006,1.0187823834196892,1.011658031088083,1.0025906735751295,1.0006476683937824,1.0194300518134716,1.011658031088083,1.086139896373057,1.028497409326425,1.0459844559585492
107,Manor Place Depot,687500,New development,1178,3,3,3,,London,SE17 3BD,51.4890582,-0.0972214,POINT (532203.7732457449 178395.1598795233),3900,3901,E01003994,Southwark 012E,Southwark 012E,142483.881431,2200.755384,1.020232985898222,1.0226854690374003,1.0165542611894542,1.003065603923973,1.0036787247087677,1.0349478847332925,1.0128755364806867,1.1269160024524831,1.015328019619865,1.1079092581238503
108,Molyneux Street,2450000,House,1483,3,3,3,,London,W1H 5HW,51.5178835,-0.1640239,POINT (527485.7289233617 181482.2207060364),4548,4549,E01004663,Westminster 012E,Westminster 012E,94085.58862,2158.483969,1.0095693779904307,1.0175438596491229,1.0074428495481127,1.001063264221159,1.0005316321105795,1.012227538543328,1.0063795853269537,1.0404040404040404,1.0164805954279639,1.0281765018607123
109,Gatti House,3500000,Flat / Apartment,1770,2,2,2,410 Strand,London,WC2R 0NR,51.5101538,-0.1228015,POINT (530367.7642248383 180695.2111033915),4613,4614,E01004734,Westminster 018A,Westminster 018A,320307.664287,4386.343791,1.138082191780822,1.067945205479452,1.420821917808219,1.0175342465753425,1.0328767123287672,1.290958904109589,1.2246575342465753,2.7013698630136984,1.1145205479452054,1.7101369863013698
110,Stanmore Way,1225000,New development,2487,5,5,5,Loughton,Essex,IG10 2SA,51.66254619999999,0.06951439999999999,POINT (543232.8343638479 198001.3579111097),5516,21203,E01021788,Epping Forest 012C,Epping Forest 012C,2137096.376686,7129.643597,,,,,,,,,,
111,Thornhill Crescent,850000,Flat / Apartment,773,2,2,2,Barnsbury,London,N1 1BJ,51.541315,-0.1144814,POINT (530855.8076473582 184175.2883950672),2652,2653,E01002714,Islington 017D,Islington 017D,113419.463396,1740.321682,1.0092071611253197,1.0097186700767264,1.007161125319693,1.00153452685422,0.0,1.0107416879795397,1.0035805626598466,1.0286445012787724,1.0194373401534527,1.0286445012787724
112,Belsize Square,780000,Flat / Apartment,654,2,2,2,,London,NW3 4HL,51.5474211,-0.1689931,POINT (527058.7646466834 184758.2948351607),824,825,E01000842,Camden 011A,Camden 011A,103698.644634,2031.620406,1.0042826552462527,1.0085653104925054,1.0010706638115632,1.0010706638115632,0.0,1.0042826552462527,1.0010706638115632,1.0128479657387581,1.021948608137045,1.0123126338329764
113,Ditton Grove,399950,New development,697,2,2,2,Esher,Surrey,KT10 9FN,51.3765693,-0.3552015,POINT (514574.5854884051 165451.8795032703),6337,29529,E01030310,Elmbridge 013D,Elmbridge 013D,1859436.494087,7210.775196,,,,,,,,,,
114,Sylvan Gardens,1499950,House,2982,5,5,5,Surbiton,Surrey,KT6 6PP,51.3858391,-0.3108344,POINT (517638.5947663068 166552.9095887747),2929,2930,E01002995,Kingston upon Thames 013D,Kingston upon Thames 013D,415623.485437,4493.587379,1.0018987341772152,1.0075949367088608,1.0056962025316456,1.000632911392405,1.0,1.0012658227848101,1.000632911392405,1.0069620253164557,1.0075949367088608,1.0151898734177216
115,Milton Road,900000,House,1081,3,3,3,,London,SW14 8JP,51.4660153,-0.2657644,POINT (520563.6065683537 175542.0302978063),3723,3724,E01003808,Richmond upon Thames 005C,Richmond upon Thames 005C,133371.615267,1717.95683,1.0036458333333333,1.0083333333333333,1.0010416666666666,1.0,0.0,1.003125,1.0005208333333333,1.0286458333333333,1.0239583333333333,1.009375
